 ♦歌曲,#genre#
单小源+谢明君-东京遇上洛杉矶,http://em.21dtv.com/songs/60144852.mkv
卓俊-同心同路,http://em.21dtv.com/songs/60144851.mkv
华语群星-水手很忙+牛仔怕水,http://em.21dtv.com/songs/60144850.mkv
华语群星-如果你相信,http://em.21dtv.com/songs/60144849.mkv
华晨宇+马伯骞-差不多先生,http://em.21dtv.com/songs/60144847.mkv
华晨宇+孟子坤-你就不要想起我,http://em.21dtv.com/songs/60144846.mkv
千百惠-情未了,http://em.21dtv.com/songs/60144845.mkv
刘霞米拉-你的眼泪湿透我的手背,http://em.21dtv.com/songs/60144843.mkv
刘雨KEY-红叶,http://em.21dtv.com/songs/60144842.mkv
刘雨KEY-左眼泪右伤悲,http://em.21dtv.com/songs/60144841.mkv
刘雨KEY-什么都没有,http://em.21dtv.com/songs/60144840.mkv
刘金宇-兄弟,http://em.21dtv.com/songs/60144837.mkv
刘莉+李晓波-暗夜星光,http://em.21dtv.com/songs/60144836.mkv
刘莉-我亲爱的爸妈,http://em.21dtv.com/songs/60144835.mkv
刘若英-彼得潘,http://em.21dtv.com/songs/60144832.mkv
刘航孟-最美是高原,http://em.21dtv.com/songs/60144831.mkv
刘瑞琦-温暖的房间,http://em.21dtv.com/songs/60144830.mkv
刘炫吟-心上毛尖,http://em.21dtv.com/songs/60144829.mkv
刘瀚声-雨天没伞,http://em.21dtv.com/songs/60144828.mkv
刘栋升+戴舒涵-爱要向前冲,http://em.21dtv.com/songs/60144827.mkv
刘晓斌-红尘有你不孤单,http://em.21dtv.com/songs/60144824.mkv
刘昱贤-孤舟,http://em.21dtv.com/songs/60144823.mkv
刘明煜-英雄上马的地方,http://em.21dtv.com/songs/60144822.mkv
刘惠峰-追梦的心,http://em.21dtv.com/songs/60144821.mkv
刘忻-就是你,http://em.21dtv.com/songs/60144819.mkv
刘忻-再见昨天,http://em.21dtv.com/songs/60144818.mkv
刘子墨-爱上你的我怎么办,http://em.21dtv.com/songs/60144817.mkv
刘媛媛+林志超-青春的军旅,http://em.21dtv.com/songs/60144816.mkv
刘婉茹-刺客,http://em.21dtv.com/songs/60144815.mkv
刘大宝-在守候,http://em.21dtv.com/songs/60144814.mkv
刘国强-胜利之歌,http://em.21dtv.com/songs/60144813.mkv
刘国强-我爱好花红的故乡,http://em.21dtv.com/songs/60144812.mkv
刘国强-想念家乡,http://em.21dtv.com/songs/60144811.mkv
刘和刚-临江仙,http://em.21dtv.com/songs/60144810.mkv
刘亦菲+王铮亮-还在这里,http://em.21dtv.com/songs/60144808.mkv
冷漠+王旭+杜青-在释放,http://em.21dtv.com/songs/60144806.mkv
冷漠+杨小曼-你不懂,http://em.21dtv.com/songs/60144805.mkv
冷漠-飞上天空的鱼,http://em.21dtv.com/songs/60144804.mkv
冷漠-不是所有,http://em.21dtv.com/songs/60144803.mkv
冯果-寒山僧踪,http://em.21dtv.com/songs/60144801.mkv
冯朗朗-抱紧紧,http://em.21dtv.com/songs/60144800.mkv
冯提莫+FOGGI RA-识龙虾啤酒火锅等夜食者为俊杰,http://em.21dtv.com/songs/60144799.mkv
冯小刚+黄轩+苗苗-那些花儿,http://em.21dtv.com/songs/60144798.mkv
冯俊嘉+冯俊晴-童年最大,http://em.21dtv.com/songs/60144795.mkv
冈林-够意思,http://em.21dtv.com/songs/60144794.mkv
冈林-为她流下相思泪,http://em.21dtv.com/songs/60144793.mkv
克欣诺娜-左手牵右手,http://em.21dtv.com/songs/60144791.mkv
先宇YU-阴天的秘密,http://em.21dtv.com/songs/60144788.mkv
俺们屯的音乐大匠+蔡宗强-不潮不用花钱,http://em.21dtv.com/songs/60144786.mkv
俺们屯的音乐大匠-火,http://em.21dtv.com/songs/60144785.mkv
信-如果还有明天,http://em.21dtv.com/songs/60144784.mkv
俊歌-分手后你过得好不好,http://em.21dtv.com/songs/60144783.mkv
侯本岗+张鹏-孤狼,http://em.21dtv.com/songs/60144782.mkv
侯本岗+崔大笨-兄弟加油,http://em.21dtv.com/songs/60144781.mkv
侯本岗-梦回唐图,http://em.21dtv.com/songs/60144780.mkv
侯本岗-分手以后,http://em.21dtv.com/songs/60144779.mkv
侯本岗-中国梦祥龙行,http://em.21dtv.com/songs/60144778.mkv
侯昊洲-富饶的定边我的家乡,http://em.21dtv.com/songs/60144777.mkv
侯丽娟-永远的怀念,http://em.21dtv.com/songs/60144775.mkv
佳灏+陈烨菲-梦语难言,http://em.21dtv.com/songs/60144774.mkv
余丹丹-举杯祝福,http://em.21dtv.com/songs/60144772.mkv
何鹏+陈娇-猴哥回来了,http://em.21dtv.com/songs/60144771.mkv
何鹏+赵真-流泪的两只鹅,http://em.21dtv.com/songs/60144770.mkv
何翘翘-妈妈好赞,http://em.21dtv.com/songs/60144769.mkv
何紫淇-那个亲爱的他,http://em.21dtv.com/songs/60144768.mkv
伤心欲绝-破了洞的美梦,http://em.21dtv.com/songs/60144766.mkv
伍富桥-我怎会如此,http://em.21dtv.com/songs/60144765.mkv
伍嘉成+周震南-西门少年,http://em.21dtv.com/songs/60144764.mkv
伊雪-找无调的歌声,http://em.21dtv.com/songs/60144761.mkv
伊然+晓东-东游 是你,http://em.21dtv.com/songs/60144759.mkv
伊然-只是听说,http://em.21dtv.com/songs/60144758.mkv
任盈盈-你的爱情我搞不懂,http://em.21dtv.com/songs/60144757.mkv
任海旺-哪辈子欠你的,http://em.21dtv.com/songs/60144756.mkv
任家萱-娃娃,http://em.21dtv.com/songs/60144755.mkv
付成-我不能再假装悲伤,http://em.21dtv.com/songs/60144753.mkv
亦帆-闪,http://em.21dtv.com/songs/60144752.mkv
亦帆-他给的伤,http://em.21dtv.com/songs/60144750.mkv
井宿-孤单的海岛,http://em.21dtv.com/songs/60144748.mkv
云朵-缘定今生,http://em.21dtv.com/songs/60144747.mkv
云丹久美-梦想起航的地方,http://em.21dtv.com/songs/60144746.mkv
于海涛-白浪河边的晚上,http://em.21dtv.com/songs/60144743.mkv
于海涛-河畔情思,http://em.21dtv.com/songs/60144742.mkv
于海利-爱需要灌溉情需要浇,http://em.21dtv.com/songs/60144741.mkv
于洋-重说爱,http://em.21dtv.com/songs/60144740.mkv
于梓贝-普通朋友,http://em.21dtv.com/songs/60144739.mkv
于惠茜+童小伟+应尛疼-久伴情长,http://em.21dtv.com/songs/60144738.mkv
于惠茜+小禹-当年,http://em.21dtv.com/songs/60144737.mkv
二珂-樱花粉的浪漫,http://em.21dtv.com/songs/60144736.mkv
二珂-告白气球,http://em.21dtv.com/songs/60144735.mkv
二珂-三角题,http://em.21dtv.com/songs/60144734.mkv
乔玲儿-爱情没有想象中的美,http://em.21dtv.com/songs/60144733.mkv
乌兰托娅-草原祝酒歌,http://em.21dtv.com/songs/60144732.mkv
世外桃源-H,http://em.21dtv.com/songs/60144731.mkv
三藏梵音-山景,http://em.21dtv.com/songs/60144730.mkv
万凯-兄弟和酒,http://em.21dtv.com/songs/60144729.mkv
七朵组合-青蛇,http://em.21dtv.com/songs/60144728.mkv
丁芳菲-翅膀,http://em.21dtv.com/songs/60144727.mkv
丁芳菲-和平颂,http://em.21dtv.com/songs/60144726.mkv
丁少华+龚淑均-清风来过,http://em.21dtv.com/songs/60144725.mkv
ZOOM超能团-英雄电影,http://em.21dtv.com/songs/60144723.mkv
YAMY-AY,http://em.21dtv.com/songs/60144722.mkv
WOWO王军-勇敢向前走,http://em.21dtv.com/songs/60144721.mkv
VAST+HAZY-归属,http://em.21dtv.com/songs/60144715.mkv
TY.-比你浪比你棒,http://em.21dtv.com/songs/60144714.mkv
TY.-你觉得,http://em.21dtv.com/songs/60144713.mkv
TRASH-午夜梦回,http://em.21dtv.com/songs/60144712.mkv
TOR+-约定旅程,http://em.21dtv.com/songs/60144711.mkv
TONICK-回忆备份,http://em.21dtv.com/songs/60144710.mkv
TOLEIN+刘阡羽-FUN,http://em.21dtv.com/songs/60144709.mkv
THE PRETTY RECKLESS-MY MEDICINE,http://em.21dtv.com/songs/60144708.mkv
SUPERBABY-超级宝宝,http://em.21dtv.com/songs/60144707.mkv
SING-快乐循环,http://em.21dtv.com/songs/60144704.mkv
ROBYNN+KENDY-急救中,http://em.21dtv.com/songs/60144703.mkv
RAINBOW计划-分礼进行曲,http://em.21dtv.com/songs/60144702.mkv
PG ONE-英雄归来,http://em.21dtv.com/songs/60144701.mkv
PG ONE-中二病,http://em.21dtv.com/songs/60144700.mkv
PG ONE-PENTA KILL,http://em.21dtv.com/songs/60144699.mkv
NOCTURNES曳取-就像你在回应我,http://em.21dtv.com/songs/60144697.mkv
NATALIE+杨紫-大姨妈会传染,http://em.21dtv.com/songs/60144695.mkv
MR.MISS-秋别,http://em.21dtv.com/songs/60144694.mkv
MIKE+毛晓彤-遥远的诺言,http://em.21dtv.com/songs/60144692.mkv
MERA-THE BRIGHTEST DIAMOND,http://em.21dtv.com/songs/60144691.mkv
MC辛小星-死在江南烟雨中,http://em.21dtv.com/songs/60144689.mkv
MC张大正-温柔而又薄情,http://em.21dtv.com/songs/60144688.mkv
MC孤他-从前慢,http://em.21dtv.com/songs/60144687.mkv
MC九局-喊麦之王,http://em.21dtv.com/songs/60144685.mkv
MC LIER+DJ NOISE MAN-LET\\\'S PARTY,http://em.21dtv.com/songs/60144684.mkv
MC LIER-PARTY PARTY,http://em.21dtv.com/songs/60144683.mkv
MC LIER-BYE BYE,http://em.21dtv.com/songs/60144682.mkv
LADY S-青蛇,http://em.21dtv.com/songs/60144680.mkv
JW-妒忌心,http://em.21dtv.com/songs/60144679.mkv
IVI-卧底,http://em.21dtv.com/songs/60144676.mkv
IVI-YOU,http://em.21dtv.com/songs/60144675.mkv
HANA-忘记我自己,http://em.21dtv.com/songs/60144674.mkv
GAI-没钱咋个整,http://em.21dtv.com/songs/60144673.mkv
魏家林-液光,http://em.21dtv.com/songs/60144670.mkv
陈卿-逗比的生活,http://em.21dtv.com/songs/60144668.mkv
许先-家乡的姑娘真漂亮,http://em.21dtv.com/songs/60144667.mkv
艾丽娅琪琪格-蒙古词典,http://em.21dtv.com/songs/60144666.mkv
后来者-假如爱有天意,http://em.21dtv.com/songs/60144662.mkv
DJ何鹏-看透爱情看透你,http://em.21dtv.com/songs/60144660.mkv
COOLBABY+宋孟君-小可爱,http://em.21dtv.com/songs/60144659.mkv
CMO乐团-远行,http://em.21dtv.com/songs/60144658.mkv
CHICKNUP-彩虹森林,http://em.21dtv.com/songs/60144657.mkv
BRANT.B小白+DP-WAITING,http://em.21dtv.com/songs/60144656.mkv
BOY STORY-HOW OLD R U,http://em.21dtv.com/songs/60144655.mkv
BLASTER-码头的辛酸,http://em.21dtv.com/songs/60144654.mkv
BINGO-环球圣诞,http://em.21dtv.com/songs/60144653.mkv
BAKERIE-NIGO IS MY DAD,http://em.21dtv.com/songs/60144652.mkv
AT17-GIRLS GIRLS GIRLS,http://em.21dtv.com/songs/60144651.mkv
AKA.IMP小鬼-新生代,http://em.21dtv.com/songs/60144649.mkv
ACE组合-食味江湖,http://em.21dtv.com/songs/60144648.mkv
何鹏+秋裤大叔+冷漠-元芳 你怎么看,http://em.21dtv.com/songs/60144598.mkv
龙梅子-等爱,http://em.21dtv.com/songs/60144334.mkv
音频怪物-长安忆,http://em.21dtv.com/songs/60144333.mkv
音频怪物-琴师,http://em.21dtv.com/songs/60144332.mkv
音频怪物-日月之尊,http://em.21dtv.com/songs/60144331.mkv
音频怪物-啦啦啦德玛西亚,http://em.21dtv.com/songs/60144330.mkv
陈瑞-醉后之夜,http://em.21dtv.com/songs/60144328.mkv
陈瑞-退路,http://em.21dtv.com/songs/60144327.mkv
陈瑞-让爱结束在最美的时候,http://em.21dtv.com/songs/60144326.mkv
陈瑞-相伴有你,http://em.21dtv.com/songs/60144325.mkv
陈瑞-猜心,http://em.21dtv.com/songs/60144324.mkv
陈瑞-流星泪,http://em.21dtv.com/songs/60144323.mkv
陈瑞-泪洒爱琴海,http://em.21dtv.com/songs/60144322.mkv
陈瑞-没有,http://em.21dtv.com/songs/60144320.mkv
陈瑞-母亲的期待,http://em.21dtv.com/songs/60144319.mkv
陈瑞-月光下等待,http://em.21dtv.com/songs/60144318.mkv
陈瑞-想你总在多年以后,http://em.21dtv.com/songs/60144314.mkv
陈瑞-心中的牵挂,http://em.21dtv.com/songs/60144311.mkv
陈瑞-尘缘,http://em.21dtv.com/songs/60144310.mkv
陈瑞-太阳的眼泪太阳雨,http://em.21dtv.com/songs/60144309.mkv
陈瑞-你是我生命的传奇,http://em.21dtv.com/songs/60144308.mkv
陈瑞-今夜你会在哪里,http://em.21dtv.com/songs/60144307.mkv
陈瑞-五百年情缘,http://em.21dtv.com/songs/60144306.mkv
阿宝+张冬玲-妹妹的山丹花,http://em.21dtv.com/songs/60144304.mkv
银临+Aki阿杰-牵丝戏,http://em.21dtv.com/songs/60144303.mkv
银临-腐草为萤,http://em.21dtv.com/songs/60144302.mkv
路童+林淇-情之恋,http://em.21dtv.com/songs/60144301.mkv
赵鑫+陈瑞-旧情缘,http://em.21dtv.com/songs/60144300.mkv
萌萌哒天团-谁的谁,http://em.21dtv.com/songs/60144299.mkv
萌萌哒天团-王者荣耀,http://em.21dtv.com/songs/60144297.mkv
萌萌哒天团-执念,http://em.21dtv.com/songs/60144296.mkv
萌萌哒天团-中国画,http://em.21dtv.com/songs/60144294.mkv
王新-三年的等待,http://em.21dtv.com/songs/60144292.mkv
王二妮+红都组合-西口赶牲灵,http://em.21dtv.com/songs/60144291.mkv
王二妮+王小妮-姐妹花,http://em.21dtv.com/songs/60144290.mkv
王二妮+王小妮-三妮儿的笑,http://em.21dtv.com/songs/60144289.mkv
王二妮-高楼万丈平地起,http://em.21dtv.com/songs/60144288.mkv
王二妮-桃花红,http://em.21dtv.com/songs/60144286.mkv
王二妮-故乡,http://em.21dtv.com/songs/60144285.mkv
王二妮-我从西边来,http://em.21dtv.com/songs/60144284.mkv
王二妮-情哥哥,http://em.21dtv.com/songs/60144283.mkv
王二妮-崖畔上开花,http://em.21dtv.com/songs/60144282.mkv
牛歌-孩子的泪水,http://em.21dtv.com/songs/60144281.mkv
深海-你的美让我醉,http://em.21dtv.com/songs/60144280.mkv
海生+蒋钰华-白首不相离,http://em.21dtv.com/songs/60144279.mkv
洛天依-与你最后的夏天,http://em.21dtv.com/songs/60144278.mkv
毛阿敏-篱笆墙的影子,http://em.21dtv.com/songs/60144277.mkv
樱九-画骨成沙,http://em.21dtv.com/songs/60144275.mkv
梁剑东-理想速度,http://em.21dtv.com/songs/60144274.mkv
梁剑东-再见友情,http://em.21dtv.com/songs/60144272.mkv
张津涤+陈瑞-千年孤影,http://em.21dtv.com/songs/60144269.mkv
少司命-错过的爱情,http://em.21dtv.com/songs/60144267.mkv
少司命-蜀道难,http://em.21dtv.com/songs/60144266.mkv
少司命-独孤九剑,http://em.21dtv.com/songs/60144265.mkv
少司命-某位,http://em.21dtv.com/songs/60144264.mkv
少司命-承欢殿,http://em.21dtv.com/songs/60144263.mkv
少司命-客官请进,http://em.21dtv.com/songs/60144262.mkv
小曲儿+贰婶-湖心亭,http://em.21dtv.com/songs/60144261.mkv
小曲儿-奈何,http://em.21dtv.com/songs/60144260.mkv
小曲儿-天局,http://em.21dtv.com/songs/60144259.mkv
小曲儿-假面,http://em.21dtv.com/songs/60144258.mkv
双笙-采茶纪,http://em.21dtv.com/songs/60144255.mkv
双笙-离歌,http://em.21dtv.com/songs/60144254.mkv
双笙-月出,http://em.21dtv.com/songs/60144253.mkv
双笙-别赋,http://em.21dtv.com/songs/60144252.mkv
冷漠+陈瑞-心照不宣,http://em.21dtv.com/songs/60144251.mkv
冷漠+杨小曼-爱如星火,http://em.21dtv.com/songs/60144250.mkv
二手玫瑰-仙儿,http://em.21dtv.com/songs/60144249.mkv
MC阿哲+Q哥-做你的兄弟,http://em.21dtv.com/songs/60144248.mkv
龚淑均+丁少华-清风来过,http://em.21dtv.com/songs/60144247.mkv
龙飞+马昕-风雨醉情缘,http://em.21dtv.com/songs/60144246.mkv
龙梅子-恋爱协议书,http://em.21dtv.com/songs/60144245.mkv
龙影云-昔日山坡,http://em.21dtv.com/songs/60144244.mkv
龙奔-来生还要和你长相守,http://em.21dtv.com/songs/60144243.mkv
龙奔-成长,http://em.21dtv.com/songs/60144242.mkv
齐晨-到此为止,http://em.21dtv.com/songs/60144240.mkv
黑龙+利哥-棒打鸳鸯,http://em.21dtv.com/songs/60144239.mkv
黄鲲-小鸡咕叽咕叽,http://em.21dtv.com/songs/60144238.mkv
黄韵琴-You Oughta Know(现场版),http://em.21dtv.com/songs/60144237.mkv
黄霆睿-天堂不是想像,http://em.21dtv.com/songs/60144236.mkv
黄路梓茵-美小鸭,http://em.21dtv.com/songs/60144235.mkv
黄执雄+孙权-机务的玫瑰,http://em.21dtv.com/songs/60144234.mkv
黄意雅-You Re My Everything,http://em.21dtv.com/songs/60144233.mkv
黄小琥-白天不懂夜的黑,http://em.21dtv.com/songs/60144232.mkv
黄博-民富国强少年梦,http://em.21dtv.com/songs/60144231.mkv
黄伟燐-伟大论,http://em.21dtv.com/songs/60144229.mkv
魏新雨-翡翠心语,http://em.21dtv.com/songs/60144227.mkv
魏新雨-想你如海,http://em.21dtv.com/songs/60144226.mkv
魏招进-向梦想前进,http://em.21dtv.com/songs/60144225.mkv
高翊菲-爱上兵哥哥,http://em.21dtv.com/songs/60144223.mkv
高爱国-想起你,http://em.21dtv.com/songs/60144222.mkv
高安-你是我的幸福,http://em.21dtv.com/songs/60144221.mkv
高安-中华大舞台,http://em.21dtv.com/songs/60144220.mkv
高向鹏+邓咏家-雨中情绵绵,http://em.21dtv.com/songs/60144219.mkv
高向鹏+邓咏家-沉重的负担,http://em.21dtv.com/songs/60144218.mkv
高向鹏+文显-皇帝命,http://em.21dtv.com/songs/60144217.mkv
高向鹏-莎唷娜拉,http://em.21dtv.com/songs/60144216.mkv
高向鹏-白云我问你,http://em.21dtv.com/songs/60144214.mkv
高向鹏-情煞无是非,http://em.21dtv.com/songs/60144213.mkv
高向鹏-思念的开始,http://em.21dtv.com/songs/60144212.mkv
高向鹏-心痴迷,http://em.21dtv.com/songs/60144211.mkv
高向鹏-出外条条难,http://em.21dtv.com/songs/60144210.mkv
高兰萨朵-在彼岸盛开,http://em.21dtv.com/songs/60144209.mkv
骆超-忘记你需要多少年,http://em.21dtv.com/songs/60144208.mkv
马頔-大雁,http://em.21dtv.com/songs/60144207.mkv
马雨阳-尘灰,http://em.21dtv.com/songs/60144206.mkv
马槜铿-牛郎,http://em.21dtv.com/songs/60144205.mkv
马槜铿-冲动,http://em.21dtv.com/songs/60144204.mkv
马智宇-最炫民族风,http://em.21dtv.com/songs/60144202.mkv
马旭勤+张仪嘉-爱是你,http://em.21dtv.com/songs/60144200.mkv
马旭东+马剑芬-思念泛滥成灾,http://em.21dtv.com/songs/60144199.mkv
马文会-爱情下的雪,http://em.21dtv.com/songs/60144198.mkv
马天龙-窒息,http://em.21dtv.com/songs/60144197.mkv
马伯骞+周震南-Are You Ready(现场版),http://em.21dtv.com/songs/60144196.mkv
马伯骞-总结出的歪理(现场版),http://em.21dtv.com/songs/60144195.mkv
马伯骞-从心(现场版),http://em.21dtv.com/songs/60144194.mkv
马伯骞-With You(现场版),http://em.21dtv.com/songs/60144193.mkv
马伯骞-Going Down This Road,http://em.21dtv.com/songs/60144192.mkv
香格里拉组合-黑衣姑娘,http://em.21dtv.com/songs/60144191.mkv
香格里拉组合-飞旋的香巴拉,http://em.21dtv.com/songs/60144190.mkv
香格里拉组合-长发飘飘的姑娘,http://em.21dtv.com/songs/60144189.mkv
香格里拉组合-走进尼汝,http://em.21dtv.com/songs/60144188.mkv
香格里拉组合-美丽的香格里拉,http://em.21dtv.com/songs/60144187.mkv
香格里拉组合-月夜,http://em.21dtv.com/songs/60144186.mkv
香格里拉组合-普达措,http://em.21dtv.com/songs/60144185.mkv
香格里拉组合-我的家在香巴拉,http://em.21dtv.com/songs/60144184.mkv
香格里拉组合-庆功酒,http://em.21dtv.com/songs/60144182.mkv
香格里拉组合-云中的路,http://em.21dtv.com/songs/60144181.mkv
香子-骑上马儿来看你,http://em.21dtv.com/songs/60144179.mkv
香子-科尔沁的浪漫,http://em.21dtv.com/songs/60144178.mkv
飞翔-分手以后更想你,http://em.21dtv.com/songs/60144177.mkv
颜卓灵-闪光,http://em.21dtv.com/songs/60144176.mkv
颖宝儿-存在,http://em.21dtv.com/songs/60144174.mkv
顾小曼-我不是陆小曼,http://em.21dtv.com/songs/60144173.mkv
项翊+陈思桦-新梦 意桥岛,http://em.21dtv.com/songs/60144172.mkv
韩帅-烽火扬州路(现场版),http://em.21dtv.com/songs/60144171.mkv
韩帅-天高地远,http://em.21dtv.com/songs/60144170.mkv
韩帅-填空题,http://em.21dtv.com/songs/60144169.mkv
韩帅-到了夏天我就离开,http://em.21dtv.com/songs/60144168.mkv
韩帅-公平的比试,http://em.21dtv.com/songs/60144167.mkv
韩夏-再见,http://em.21dtv.com/songs/60144166.mkv
韦琪-备胎,http://em.21dtv.com/songs/60144165.mkv
靳东-你不孤单,http://em.21dtv.com/songs/60144164.mkv
霍尊-桃花雨,http://em.21dtv.com/songs/60144163.mkv
雾虹-舞蹈,http://em.21dtv.com/songs/60144162.mkv
雨宗林-幸福太昂贵,http://em.21dtv.com/songs/60144159.mkv
雨侨-花季,http://em.21dtv.com/songs/60144158.mkv
陶静-风中芦苇荡,http://em.21dtv.com/songs/60144157.mkv
陈鸿宇-理想三旬,http://em.21dtv.com/songs/60144156.mkv
陈骁-泡泡糖Bubble Gum,http://em.21dtv.com/songs/60144155.mkv
陈香水-老爸老妈,http://em.21dtv.com/songs/60144154.mkv
陈香水-美丽新田,http://em.21dtv.com/songs/60144153.mkv
陈颖恩-那些你很冒险的梦(现场版),http://em.21dtv.com/songs/60144152.mkv
陈颖恩-时间有泪(现场版),http://em.21dtv.com/songs/60144151.mkv
陈雪伊-离别的花雨,http://em.21dtv.com/songs/60144150.mkv
陈雅森+苏勒亚其其格+李佳丹+赵伟-最美士兵,http://em.21dtv.com/songs/60144149.mkv
陈雅森-懂得爱,http://em.21dtv.com/songs/60144148.mkv
陈萝莉-大喊大叫的流行歌,http://em.21dtv.com/songs/60144145.mkv
陈莉姗-锦墨辞,http://em.21dtv.com/songs/60144144.mkv
陈艺搏-墨客行,http://em.21dtv.com/songs/60144143.mkv
陈群-情不自禁,http://em.21dtv.com/songs/60144142.mkv
陈美诗-我会照顾你,http://em.21dtv.com/songs/60144141.mkv
陈百潭+张艾莉-心中尺,http://em.21dtv.com/songs/60144139.mkv
陈百潭-欢喜酒,http://em.21dtv.com/songs/60144138.mkv
陈百潭-声声叹,http://em.21dtv.com/songs/60144137.mkv
陈瑞-时间久了就忘了,http://em.21dtv.com/songs/60144135.mkv
陈瑞-你情我怨,http://em.21dtv.com/songs/60144134.mkv
陈瑞-不是我不温柔,http://em.21dtv.com/songs/60144133.mkv
陈珊妮-独处,http://em.21dtv.com/songs/60144132.mkv
陈王杰-我的爱(现场版),http://em.21dtv.com/songs/60144131.mkv
陈海立-流浪的思念,http://em.21dtv.com/songs/60144129.mkv
陈洪-爱你心不悔,http://em.21dtv.com/songs/60144128.mkv
陈洪-毕业说再见,http://em.21dtv.com/songs/60144127.mkv
陈正乐-爱不能强求,http://em.21dtv.com/songs/60144126.mkv
陈梦+连朕-暖冬,http://em.21dtv.com/songs/60144125.mkv
陈梦-烛,http://em.21dtv.com/songs/60144124.mkv
陈栩晴-小溪,http://em.21dtv.com/songs/60144123.mkv
陈栩晴-为什么要长大,http://em.21dtv.com/songs/60144122.mkv
陈林波-朋友就是这样,http://em.21dtv.com/songs/60144121.mkv
陈林波-听见未来,http://em.21dtv.com/songs/60144120.mkv
陈杉雨-误入真心,http://em.21dtv.com/songs/60144119.mkv
陈昱志-太宠我,http://em.21dtv.com/songs/60144118.mkv
陈星+那日松-打工梦,http://em.21dtv.com/songs/60144117.mkv
陈明憙-画布,http://em.21dtv.com/songs/60144116.mkv
陈德隆-回不去的爱,http://em.21dtv.com/songs/60144112.mkv
陈彼得-阿里巴巴,http://em.21dtv.com/songs/60144110.mkv
陈娇-说好的爱情呢,http://em.21dtv.com/songs/60144108.mkv
陈姝伊-雪花在那山间,http://em.21dtv.com/songs/60144106.mkv
陈奕迅-谁来剪月光,http://em.21dtv.com/songs/60144105.mkv
陈奕迅-海胆,http://em.21dtv.com/songs/60144104.mkv
陈嘉杰-苏丽珍,http://em.21dtv.com/songs/60144102.mkv
陈历祥-兄弟吉祥,http://em.21dtv.com/songs/60144101.mkv
陈兆飞-温州,http://em.21dtv.com/songs/60144096.mkv
陈兆飞-妈妈,http://em.21dtv.com/songs/60144094.mkv
陈兆飞-伤心的站台,http://em.21dtv.com/songs/60144093.mkv
陈信喆-失踪者,http://em.21dtv.com/songs/60144092.mkv
陈义夫-葫芦娃,http://em.21dtv.com/songs/60144091.mkv
陆树铭-好朋友常聚首,http://em.21dtv.com/songs/60144089.mkv
阿郎-再出发,http://em.21dtv.com/songs/60144087.mkv
阿达+陈大天+阿量-懒,http://em.21dtv.com/songs/60144086.mkv
阿赖+李华-酒逢知己千杯少,http://em.21dtv.com/songs/60144085.mkv
阿熏+喜鹊+柏辰-辰哥,http://em.21dtv.com/songs/60144084.mkv
阿熏-默海,http://em.21dtv.com/songs/60144083.mkv
阿熏-绽放光芒,http://em.21dtv.com/songs/60144082.mkv
阿旺-我要飞上蓝天,http://em.21dtv.com/songs/60144080.mkv
阿旺-为你守候,http://em.21dtv.com/songs/60144079.mkv
阿悄-绿茶和白莲,http://em.21dtv.com/songs/60144078.mkv
阿影-相思苦,http://em.21dtv.com/songs/60144075.mkv
阿影-做栋梁,http://em.21dtv.com/songs/60144074.mkv
阿影-世界是我们的舞台,http://em.21dtv.com/songs/60144073.mkv
阿吉太组合-喜欢你,http://em.21dtv.com/songs/60144072.mkv
阿吉太组合-叙事曲,http://em.21dtv.com/songs/60144071.mkv
阿云嘎+张志+于晓璘+丁辉-我的遗愿清单,http://em.21dtv.com/songs/60144070.mkv
阮思源-青春笔记,http://em.21dtv.com/songs/60144068.mkv
闫杰晨-唐延路,http://em.21dtv.com/songs/60144067.mkv
闫峻-没有你(现场版),http://em.21dtv.com/songs/60144066.mkv
门丽-听着门丽的歌心里想着你,http://em.21dtv.com/songs/60144064.mkv
镐天-山那边,http://em.21dtv.com/songs/60144063.mkv
镐天-你的哭泣连着我的心,http://em.21dtv.com/songs/60144061.mkv
银纱-想起你,http://em.21dtv.com/songs/60144060.mkv
银临-棠梨煎雪,http://em.21dtv.com/songs/60144059.mkv
钟洁-对不起,http://em.21dtv.com/songs/60144058.mkv
钟易轩-长大(现场版),http://em.21dtv.com/songs/60144057.mkv
钟易轩-想说的话(现场版),http://em.21dtv.com/songs/60144056.mkv
钟易轩-孤夜,http://em.21dtv.com/songs/60144055.mkv
钟易轩-儿时(现场版),http://em.21dtv.com/songs/60144054.mkv
金铃-雪域桃花,http://em.21dtv.com/songs/60144053.mkv
金甲组合-九妹(现场版),http://em.21dtv.com/songs/60144052.mkv
金波-心中的渴望,http://em.21dtv.com/songs/60144051.mkv
金志文-我们的爱,http://em.21dtv.com/songs/60144050.mkv
金婷婷-小路,http://em.21dtv.com/songs/60144049.mkv
金克成-梦想与是现实的距离,http://em.21dtv.com/songs/60144048.mkv
金久哲-左右为难,http://em.21dtv.com/songs/60144047.mkv
重情仔-我爱你,http://em.21dtv.com/songs/60144046.mkv
释魂乐队-战定不退,http://em.21dtv.com/songs/60144045.mkv
醉歌+寒风-妹在歌里头,http://em.21dtv.com/songs/60144044.mkv
鄂美伊-春天圆舞曲,http://em.21dtv.com/songs/60144043.mkv
郭飞宏-走,http://em.21dtv.com/songs/60144042.mkv
